"No.","Time","Source","Destination","Protocol","Length","Info"
"5900","170.127810","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5899#1] 64279  >  502 [ACK] Seq=11809 Ack=10499 Win=19851 Len=0"
"5901","170.235514","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   294; Unit:   1, Func:   4: Read Input Registers"
"5902","170.238186","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11809 Ack=10499 Win=19851 Len=12"
"5903","170.242830","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   294; Unit:   1, Func:   4: Read Input Registers"
"5904","170.244696","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10499 Ack=11821 Win=502 Len=11"
"5905","170.287388","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11821 Ack=10510 Win=19840 Len=0"
"5906","170.291096","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5905#1] 64279  >  502 [ACK] Seq=11821 Ack=10510 Win=19840 Len=0"
"5907","170.406752","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   295; Unit:   1, Func:   3: Read Holding Registers"
"5908","170.409783","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11821 Ack=10510 Win=19840 Len=12"
"5909","170.411047","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   295; Unit:   1, Func:   3: Read Holding Registers"
"5910","170.412610","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10510 Ack=11833 Win=502 Len=11"
"5911","170.462843","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11833 Ack=10521 Win=19829 Len=0"
"5912","170.464934","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5911#1] 64279  >  502 [ACK] Seq=11833 Ack=10521 Win=19829 Len=0"
"5913","170.573283","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   296; Unit:   1, Func:   1: Read Coils"
"5914","170.577855","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11833 Ack=10521 Win=19829 Len=12"
"5915","170.581233","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   296; Unit:   1, Func:   1: Read Coils"
"5916","170.585665","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10521 Ack=11845 Win=502 Len=10"
"5917","170.636122","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11845 Ack=10531 Win=19819 Len=0"
"5918","170.638616","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5917#1] 64279  >  502 [ACK] Seq=11845 Ack=10531 Win=19819 Len=0"
"5919","170.743064","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   297; Unit:   1, Func:   4: Read Input Registers"
"5920","170.745170","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11845 Ack=10531 Win=19819 Len=12"
"5921","170.749728","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   297; Unit:   1, Func:   4: Read Input Registers"
"5922","170.751875","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10531 Ack=11857 Win=502 Len=11"
"5923","170.809096","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11857 Ack=10542 Win=19808 Len=0"
"5924","170.812739","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5923#1] 64279  >  502 [ACK] Seq=11857 Ack=10542 Win=19808 Len=0"
"5925","170.919063","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   298; Unit:   1, Func:   3: Read Holding Registers"
"5926","170.921139","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11857 Ack=10542 Win=19808 Len=12"
"5927","170.924990","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   298; Unit:   1, Func:   3: Read Holding Registers"
"5928","170.928356","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10542 Ack=11869 Win=502 Len=11"
"5929","170.978881","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11869 Ack=10553 Win=19797 Len=0"
"5930","170.982067","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5929#1] 64279  >  502 [ACK] Seq=11869 Ack=10553 Win=19797 Len=0"
"5931","171.090678","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   299; Unit:   1, Func:   1: Read Coils"
"5932","171.094440","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11869 Ack=10553 Win=19797 Len=12"
"5933","171.098955","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   299; Unit:   1, Func:   1: Read Coils"
"5934","171.101490","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10553 Ack=11881 Win=502 Len=10"
"5935","171.156150","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11881 Ack=10563 Win=19787 Len=0"
"5936","171.158537","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5935#1] 64279  >  502 [ACK] Seq=11881 Ack=10563 Win=19787 Len=0"
"5937","171.269158","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   300; Unit:   1, Func:   4: Read Input Registers"
"5938","171.271577","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11881 Ack=10563 Win=19787 Len=12"
"5939","171.275453","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   300; Unit:   1, Func:   4: Read Input Registers"
"5940","171.279434","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10563 Ack=11893 Win=502 Len=11"
"5941","171.334642","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11893 Ack=10574 Win=19776 Len=0"
"5942","171.337718","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5941#1] 64279  >  502 [ACK] Seq=11893 Ack=10574 Win=19776 Len=0"
"5943","171.441371","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   301; Unit:   1, Func:   3: Read Holding Registers"
"5944","171.443119","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11893 Ack=10574 Win=19776 Len=12"
"5945","171.447988","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   301; Unit:   1, Func:   3: Read Holding Registers"
"5946","171.450536","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10574 Ack=11905 Win=502 Len=11"
"5947","171.497274","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11905 Ack=10585 Win=19765 Len=0"
"5948","171.499241","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5947#1] 64279  >  502 [ACK] Seq=11905 Ack=10585 Win=19765 Len=0"
"5949","171.619908","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   302; Unit:   1, Func:   1: Read Coils"
"5950","171.623866","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11905 Ack=10585 Win=19765 Len=12"
"5951","171.626495","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   302; Unit:   1, Func:   1: Read Coils"
"5952","171.628649","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10585 Ack=11917 Win=502 Len=10"
"5953","171.677649","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11917 Ack=10595 Win=19755 Len=0"
"5954","171.679306","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5953#1] 64279  >  502 [ACK] Seq=11917 Ack=10595 Win=19755 Len=0"
"5955","171.800925","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   303; Unit:   1, Func:   4: Read Input Registers"
"5956","171.802967","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11917 Ack=10595 Win=19755 Len=12"
"5957","171.808300","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   303; Unit:   1, Func:   4: Read Input Registers"
"5958","171.810577","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10595 Ack=11929 Win=502 Len=11"
"5959","171.856300","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11929 Ack=10606 Win=19744 Len=0"
"5960","171.859059","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5959#1] 64279  >  502 [ACK] Seq=11929 Ack=10606 Win=19744 Len=0"
"5961","171.970058","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   304; Unit:   1, Func:   3: Read Holding Registers"
"5962","171.971240","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11929 Ack=10606 Win=19744 Len=12"
"5963","171.974404","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   304; Unit:   1, Func:   3: Read Holding Registers"
"5964","171.975867","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10606 Ack=11941 Win=502 Len=11"
"5965","172.022665","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11941 Ack=10617 Win=19733 Len=0"
"5966","172.025166","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5965#1] 64279  >  502 [ACK] Seq=11941 Ack=10617 Win=19733 Len=0"
"5967","172.147961","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   305; Unit:   1, Func:   1: Read Coils"
"5968","172.152564","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11941 Ack=10617 Win=19733 Len=12"
"5969","172.157499","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   305; Unit:   1, Func:   1: Read Coils"
"5970","172.161975","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10617 Ack=11953 Win=502 Len=10"
"5971","172.208552","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11953 Ack=10627 Win=19723 Len=0"
"5972","172.214114","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5971#1] 64279  >  502 [ACK] Seq=11953 Ack=10627 Win=19723 Len=0"
"5973","172.321921","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   306; Unit:   1, Func:   4: Read Input Registers"
"5974","172.324569","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11953 Ack=10627 Win=19723 Len=12"
"5975","172.328747","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   306; Unit:   1, Func:   4: Read Input Registers"
"5976","172.330347","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10627 Ack=11965 Win=502 Len=11"
"5977","172.377662","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11965 Ack=10638 Win=19712 Len=0"
"5978","172.380925","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5977#1] 64279  >  502 [ACK] Seq=11965 Ack=10638 Win=19712 Len=0"
"5979","172.492193","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   307; Unit:   1, Func:   3: Read Holding Registers"
"5980","172.495961","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11965 Ack=10638 Win=19712 Len=12"
"5981","172.498926","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   307; Unit:   1, Func:   3: Read Holding Registers"
"5982","172.501790","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10638 Ack=11977 Win=502 Len=11"
"5983","172.548270","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11977 Ack=10649 Win=19701 Len=0"
"5984","172.553053","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5983#1] 64279  >  502 [ACK] Seq=11977 Ack=10649 Win=19701 Len=0"
"5985","172.668434","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   308; Unit:   1, Func:   1: Read Coils"
"5986","172.672076","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11977 Ack=10649 Win=19701 Len=12"
"5987","172.675890","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   308; Unit:   1, Func:   1: Read Coils"
"5988","172.678760","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10649 Ack=11989 Win=502 Len=10"
"5989","172.724122","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=11989 Ack=10659 Win=19691 Len=0"
"5990","172.728108","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5989#1] 64279  >  502 [ACK] Seq=11989 Ack=10659 Win=19691 Len=0"
"5991","172.836547","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   309; Unit:   1, Func:   4: Read Input Registers"
"5992","172.840174","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=11989 Ack=10659 Win=19691 Len=12"
"5993","172.843750","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   309; Unit:   1, Func:   4: Read Input Registers"
"5994","172.845287","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10659 Ack=12001 Win=502 Len=11"
"5995","172.893082","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12001 Ack=10670 Win=19680 Len=0"
"5996","172.895772","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 5995#1] 64279  >  502 [ACK] Seq=12001 Ack=10670 Win=19680 Len=0"
"5997","173.005270","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   310; Unit:   1, Func:   3: Read Holding Registers"
"5998","173.007221","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=12001 Ack=10670 Win=19680 Len=12"
"5999","173.009871","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   310; Unit:   1, Func:   3: Read Holding Registers"
"6000","173.012646","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10670 Ack=12013 Win=502 Len=11"
"6001","173.055825","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12013 Ack=10681 Win=19669 Len=0"
"6002","173.058189","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 6001#1] 64279  >  502 [ACK] Seq=12013 Ack=10681 Win=19669 Len=0"
"6003","173.182323","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   311; Unit:   1, Func:   1: Read Coils"
"6004","173.184976","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=12013 Ack=10681 Win=19669 Len=12"
"6005","173.189146","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   311; Unit:   1, Func:   1: Read Coils"
"6006","173.191000","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10681 Ack=12025 Win=502 Len=10"
"6007","173.248169","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12025 Ack=10691 Win=19659 Len=0"
"6008","173.250436","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 6007#1] 64279  >  502 [ACK] Seq=12025 Ack=10691 Win=19659 Len=0"
"6009","173.348142","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   312; Unit:   1, Func:   4: Read Input Registers"
"6010","173.351398","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=12025 Ack=10691 Win=19659 Len=12"
"6011","173.354008","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   312; Unit:   1, Func:   4: Read Input Registers"
"6012","173.356085","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10691 Ack=12037 Win=502 Len=11"
"6013","173.409493","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12037 Ack=10702 Win=19648 Len=0"
"6014","173.413315","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 6013#1] 64279  >  502 [ACK] Seq=12037 Ack=10702 Win=19648 Len=0"
"6015","173.524022","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   313; Unit:   1, Func:   3: Read Holding Registers"
"6016","173.527291","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=12037 Ack=10702 Win=19648 Len=12"
"6017","173.530996","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   313; Unit:   1, Func:   3: Read Holding Registers"
"6018","173.532483","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10702 Ack=12049 Win=502 Len=11"
"6019","173.583480","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12049 Ack=10713 Win=19637 Len=0"
"6020","173.586283","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 6019#1] 64279  >  502 [ACK] Seq=12049 Ack=10713 Win=19637 Len=0"
"6021","173.703938","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   314; Unit:   1, Func:   1: Read Coils"
"6022","173.704698","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=12049 Ack=10713 Win=19637 Len=12"
"6023","173.708317","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   314; Unit:   1, Func:   1: Read Coils"
"6024","173.710308","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10713 Ack=12061 Win=502 Len=10"
"6025","173.753378","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12061 Ack=10723 Win=19627 Len=0"
"6026","173.756302","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 6025#1] 64279  >  502 [ACK] Seq=12061 Ack=10723 Win=19627 Len=0"
"6027","173.873263","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   315; Unit:   1, Func:   4: Read Input Registers"
"6028","173.875478","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=12061 Ack=10723 Win=19627 Len=12"
"6029","173.878049","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   315; Unit:   1, Func:   4: Read Input Registers"
"6030","173.879333","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10723 Ack=12073 Win=502 Len=11"
"6031","173.925532","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12073 Ack=10734 Win=19616 Len=0"
"6032","173.928393","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 6031#1] 64279  >  502 [ACK] Seq=12073 Ack=10734 Win=19616 Len=0"
"6033","174.051825","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   316; Unit:   1, Func:   3: Read Holding Registers"
"6034","174.053292","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=12073 Ack=10734 Win=19616 Len=12"
"6035","174.058110","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   316; Unit:   1, Func:   3: Read Holding Registers"
"6036","174.059736","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10734 Ack=12085 Win=502 Len=11"
"6037","174.108863","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12085 Ack=10745 Win=19605 Len=0"
"6038","174.113703","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 6037#1] 64279  >  502 [ACK] Seq=12085 Ack=10745 Win=19605 Len=0"
"6039","174.227553","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   317; Unit:   1, Func:   1: Read Coils"
"6040","174.228991","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=12085 Ack=10745 Win=19605 Len=12"
"6041","174.232817","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   317; Unit:   1, Func:   1: Read Coils"
"6042","174.234812","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10745 Ack=12097 Win=502 Len=10"
"6043","174.286600","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12097 Ack=10755 Win=19595 Len=0"
"6044","174.288960","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 6043#1] 64279  >  502 [ACK] Seq=12097 Ack=10755 Win=19595 Len=0"
"6045","174.409999","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   318; Unit:   1, Func:   4: Read Input Registers"
"6046","174.414101","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=12097 Ack=10755 Win=19595 Len=12"
"6047","174.417951","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   318; Unit:   1, Func:   4: Read Input Registers"
"6048","174.420943","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10755 Ack=12109 Win=502 Len=11"
"6049","174.473571","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12109 Ack=10766 Win=19584 Len=0"
"6050","174.475830","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 6049#1] 64279  >  502 [ACK] Seq=12109 Ack=10766 Win=19584 Len=0"
"6051","174.579268","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   319; Unit:   1, Func:   3: Read Holding Registers"
"6052","174.600398","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=12109 Ack=10766 Win=19584 Len=12"
"6053","174.616548","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   319; Unit:   1, Func:   3: Read Holding Registers"
"6054","174.626264","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10766 Ack=12121 Win=502 Len=11"
"6055","174.675957","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12121 Ack=10777 Win=19573 Len=0"
"6056","174.678262","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 6055#1] 64279  >  502 [ACK] Seq=12121 Ack=10777 Win=19573 Len=0"
"6057","174.753764","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   320; Unit:   1, Func:   1: Read Coils"
"6058","174.755391","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=12121 Ack=10777 Win=19573 Len=12"
"6059","174.756301","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   320; Unit:   1, Func:   1: Read Coils"
"6060","174.757399","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10777 Ack=12133 Win=502 Len=10"
"6061","174.798949","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12133 Ack=10787 Win=19563 Len=0"
"6062","174.802230","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 6061#1] 64279  >  502 [ACK] Seq=12133 Ack=10787 Win=19563 Len=0"
"6063","174.927420","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   321; Unit:   1, Func:   4: Read Input Registers"
"6064","174.931018","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=12133 Ack=10787 Win=19563 Len=12"
"6065","174.935126","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   321; Unit:   1, Func:   4: Read Input Registers"
"6066","174.937320","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10787 Ack=12145 Win=502 Len=11"
"6067","174.984908","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12145 Ack=10798 Win=19552 Len=0"
"6068","174.986679","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 6067#1] 64279  >  502 [ACK] Seq=12145 Ack=10798 Win=19552 Len=0"
"6069","175.108381","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   322; Unit:   1, Func:   3: Read Holding Registers"
"6070","175.110288","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=12145 Ack=10798 Win=19552 Len=12"
"6071","175.114061","10.10.10.10","10.10.20.30","Modbus/TCP","69","Response: Trans:   322; Unit:   1, Func:   3: Read Holding Registers"
"6072","175.115989","10.10.10.10","10.10.20.30","TCP","69","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10798 Ack=12157 Win=502 Len=11"
"6073","175.159431","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12157 Ack=10809 Win=19541 Len=0"
"6074","175.162601","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 6073#1] 64279  >  502 [ACK] Seq=12157 Ack=10809 Win=19541 Len=0"
"6075","175.277878","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   323; Unit:   1, Func:   1: Read Coils"
"6076","175.280636","10.10.20.30","10.10.10.10","TCP","70","[TCP Retransmission] 64279  >  502 [PSH, ACK] Seq=12157 Ack=10809 Win=19541 Len=12"
"6077","175.282846","10.10.10.10","10.10.20.30","Modbus/TCP","68","Response: Trans:   323; Unit:   1, Func:   1: Read Coils"
"6078","175.286257","10.10.10.10","10.10.20.30","TCP","68","[TCP Retransmission] 502  >  64279 [PSH, ACK] Seq=10809 Ack=12169 Win=502 Len=10"
"6079","175.329743","10.10.20.30","10.10.10.10","TCP","58","64279  >  502 [ACK] Seq=12169 Ack=10819 Win=19531 Len=0"
"6080","175.331026","10.10.20.30","10.10.10.10","TCP","58","[TCP Dup ACK 6079#1] 64279  >  502 [ACK] Seq=12169 Ack=10819 Win=19531 Len=0"
"6081","175.451065","10.10.20.30","10.10.10.10","Modbus/TCP","70","   Query: Trans:   324; Unit:   1, Func:   4: Read Input Registers"
